Archivo,Elemento,Ecut,KPoints,Pseudopotencial,Total Energy (Ry)
Al_ecut10_k555_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,10,5 5 5,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-5.03081787
Al_ecut10_k666_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,10,6 6 6,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.50461063
Al_ecut10_k666_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,10,6 6 6,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.50399371
Al_ecut10_k666_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,10,6 6 6,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-5.04007739
Al_ecut10_k777_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,10,7 7 7,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.50304168
Al_ecut10_k777_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,10,7 7 7,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.50241202
Al_ecut10_k777_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,10,7 7 7,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-5.03850549
Al_ecut10_k888_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,10,8 8 8,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.49923412
Al_ecut10_k888_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,10,8 8 8,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.49861477
Al_ecut10_k888_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,10,8 8 8,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-5.03470684
Al_ecut10_k999_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,10,9 9 9,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.49753171
Al_ecut10_k999_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,10,9 9 9,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.49687892
Al_ecut10_k999_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,10,9 9 9,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-5.03297057
Al_ecut10_k101010_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,10,10 10 10,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.4982791
Al_ecut10_k101010_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,10,10 10 10,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.49761042
Al_ecut10_k101010_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,10,10 10 10,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-5.03370063
Al_ecut10_k111111_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,10,11 11 11,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.50021168
Al_ecut10_k111111_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,10,11 11 11,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.49957917
Al_ecut10_k111111_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,10,11 11 11,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-5.03566829
Al_ecut15_k111_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,15,1 1 1,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.24069702
Al_ecut15_k111_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,15,1 1 1,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.23055378
Al_ecut15_k111_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,15,1 1 1,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-4.76839406
Al_ecut15_k222_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,15,2 2 2,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.55136552
Al_ecut15_k222_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,15,2 2 2,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.55089501
Al_ecut15_k222_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,15,2 2 2,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-5.08704065
Al_ecut15_k333_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,15,3 3 3,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.4598636
Al_ecut15_k333_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,15,3 3 3,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.45883723
Al_ecut15_k333_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,15,3 3 3,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-4.99499865
Al_ecut15_k444_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,15,4 4 4,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.48101861
Al_ecut15_k444_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,15,4 4 4,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.48002585
Al_ecut15_k444_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,15,4 4 4,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-5.01613434
Al_ecut15_k555_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,15,5 5 5,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.49774141
Al_ecut15_k555_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,15,5 5 5,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.49676642
Al_ecut15_k555_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,15,5 5 5,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-5.03285286
Al_ecut15_k666_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,15,6 6 6,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.506578
Al_ecut15_k666_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,15,6 6 6,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.50561626
Al_ecut15_k666_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,15,6 6 6,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-5.04170924
Al_ecut15_k777_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,15,7 7 7,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.50516099
Al_ecut15_k777_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,15,7 7 7,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.50421546
Al_ecut15_k777_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,15,7 7 7,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-5.04032073
Al_ecut15_k888_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,15,8 8 8,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.50136538
Al_ecut15_k888_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,15,8 8 8,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.50040611
Al_ecut15_k888_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,15,8 8 8,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-5.03650587
Al_ecut15_k999_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,15,9 9 9,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.49959249
Al_ecut15_k999_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,15,9 9 9,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.49861797
Al_ecut15_k999_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,15,9 9 9,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-5.03471522
Al_ecut15_k101010_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,15,10 10 10,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.50040857
Al_ecut15_k101010_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,15,10 10 10,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.49942933
Al_ecut15_k101010_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,15,10 10 10,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-5.03553
Al_ecut15_k111111_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,15,11 11 11,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.50234088
Al_ecut15_k111111_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,15,11 11 11,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.50137322
Al_ecut15_k111111_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,15,11 11 11,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-5.03746942
Al_ecut20_k111_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,20,1 1 1,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.24642492
Al_ecut20_k111_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,20,1 1 1,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.23970992
Al_ecut20_k111_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,20,1 1 1,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-4.77758952
Al_ecut20_k222_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,20,2 2 2,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.55202269
Al_ecut20_k222_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,20,2 2 2,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.55159861
Al_ecut20_k222_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,20,2 2 2,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-5.08773947
Al_ecut20_k333_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,20,3 3 3,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.46067517
Al_ecut20_k333_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,20,3 3 3,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.45991657
Al_ecut20_k333_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,20,3 3 3,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-4.99608327
Al_ecut20_k444_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,20,4 4 4,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.48187821
Al_ecut20_k444_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,20,4 4 4,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.48106261
Al_ecut20_k444_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,20,4 4 4,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-5.01717867
Al_ecut20_k555_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,20,5 5 5,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.49858792
Al_ecut20_k555_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,20,5 5 5,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.49781552
Al_ecut20_k555_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,20,5 5 5,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-5.03390084
Al_ecut20_k666_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,20,6 6 6,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.5074654
Al_ecut20_k666_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,20,6 6 6,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.50672807
Al_ecut20_k666_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,20,6 6 6,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-5.04281866
Al_ecut20_k777_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,20,7 7 7,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.50602179
Al_ecut20_k777_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,20,7 7 7,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.50527755
Al_ecut20_k777_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,20,7 7 7,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-5.04138118
Al_ecut20_k888_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,20,8 8 8,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.50222145
Al_ecut20_k888_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,20,8 8 8,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.50146265
Al_ecut20_k888_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,20,8 8 8,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-5.03756347
Al_ecut20_k999_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,20,9 9 9,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.50045997
Al_ecut20_k999_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,20,9 9 9,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.49969927
Al_ecut20_k999_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,20,9 9 9,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-5.03579724
Al_ecut20_k101010_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,20,10 10 10,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.50127391
Al_ecut20_k101010_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,20,10 10 10,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.50050306
Al_ecut20_k101010_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,20,10 10 10,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-5.03660445
Al_ecut20_k111111_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,20,11 11 11,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.50321092
Al_ecut20_k111111_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,20,11 11 11,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.50245284
Al_ecut20_k111111_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,20,11 11 11,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-5.03855016
Al_ecut25_k111_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,25,1 1 1,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.24782755
Al_ecut25_k111_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,25,1 1 1,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.24535371
Al_ecut25_k111_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,25,1 1 1,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-4.783211
Al_ecut25_k222_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,25,2 2 2,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.55220369
Al_ecut25_k222_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,25,2 2 2,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.55200808
Al_ecut25_k222_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,25,2 2 2,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-5.08813836
Al_ecut25_k333_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,25,3 3 3,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.46096518
Al_ecut25_k333_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,25,3 3 3,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.46054539
Al_ecut25_k333_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,25,3 3 3,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-4.99671026
Al_ecut25_k444_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,25,4 4 4,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.4821732
Al_ecut25_k444_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,25,4 4 4,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.48172347
Al_ecut25_k444_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,25,4 4 4,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-5.01783137
Al_ecut25_k555_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,25,5 5 5,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.49887009
Al_ecut25_k555_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,25,5 5 5,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.49844319
Al_ecut25_k555_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,25,5 5 5,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-5.03453014
Al_ecut25_k666_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,25,6 6 6,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.50773054
Al_ecut25_k666_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,25,6 6 6,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.50731401
Al_ecut25_k666_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,25,6 6 6,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-5.04340583
Al_ecut25_k777_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,25,7 7 7,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.50627999
Al_ecut25_k777_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,25,7 7 7,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.50585761
Al_ecut25_k777_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,25,7 7 7,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-5.04196156
Al_ecut25_k888_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,25,8 8 8,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.50249144
Al_ecut25_k888_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,25,8 8 8,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.50206503
Al_ecut25_k888_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,25,8 8 8,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-5.03816364
Al_ecut25_k999_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,25,9 9 9,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.50073498
Al_ecut25_k999_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,25,9 9 9,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.50030818
Al_ecut25_k999_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,25,9 9 9,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-5.036408
Al_ecut25_k101010_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,25,10 10 10,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.50154301
Al_ecut25_k101010_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,25,10 10 10,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.5011065
Al_ecut25_k101010_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,25,10 10 10,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-5.03720748
Al_ecut25_k111111_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,25,11 11 11,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.50348122
Al_ecut25_k111111_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,25,11 11 11,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.50305596
Al_ecut25_k111111_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,25,11 11 11,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-5.03914921
Al_ecut30_k111_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,30,1 1 1,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.24781244
Al_ecut30_k111_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,30,1 1 1,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.24658751
Al_ecut30_k111_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,30,1 1 1,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-4.78459514
Al_ecut30_k222_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,30,2 2 2,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.55221639
Al_ecut30_k222_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,30,2 2 2,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.5520658
Al_ecut30_k222_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,30,2 2 2,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-5.08823216
Al_ecut30_k333_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,30,3 3 3,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.46099213
Al_ecut30_k333_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,30,3 3 3,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.4607265
Al_ecut30_k333_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,30,3 3 3,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-4.99688628
Al_ecut30_k444_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,30,4 4 4,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.48220549
Al_ecut30_k444_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,30,4 4 4,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.48192231
Al_ecut30_k444_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,30,4 4 4,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-5.01803048
Al_ecut30_k555_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,30,5 5 5,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.49890347
Al_ecut30_k555_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,30,5 5 5,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.4986446
Al_ecut30_k555_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,30,5 5 5,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-5.03473155
Al_ecut30_k666_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,30,6 6 6,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.50775954
Al_ecut30_k666_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,30,6 6 6,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.50750255
Al_ecut30_k666_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,30,6 6 6,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-5.04358968
Al_ecut30_k777_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,30,7 7 7,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.50631071
Al_ecut30_k777_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,30,7 7 7,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.50604257
Al_ecut30_k777_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,30,7 7 7,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-5.04214531
Al_ecut30_k888_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,30,8 8 8,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.50252176
Al_ecut30_k888_Al.pbe-nl-kjpaw_psl.1.0.0.UPF.in,Al,30,8 8 8,Al.pbe-nl-kjpaw_psl.1.0.0.UPF,-39.50226001
Al_ecut30_k888_Al.pbe-nl-rrkjus_psl.1.0.0.UPF.in,Al,30,8 8 8,Al.pbe-nl-rrkjus_psl.1.0.0.UPF,-5.03835725
Al_ecut30_k999_Al.pbe-n-kjpaw_psl.1.0.0.UPF.in,Al,30,9 9 9,Al.pbe-n-kjpaw_psl.1.0.0.UPF,-39.50076491
